platform,post_type,media_type,content_topic,day_of_week,predicted_donation_referrals,predicted_engagement_rate,prediction_timestamp
YouTube,ImpactStory,Reel,AwarenessRaising,Wednesday,13.4,0.0808,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Gratitude,Wednesday,13.4,0.0808,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Reel,CampaignLaunch,Sunday,13.4,0.0705,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,SafehouseLife,Wednesday,13.4,0.0813,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Video,Health,Sunday,13.4,0.0692,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Education,Wednesday,13.4,0.0779,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,DonorImpact,Wednesday,13.3,0.08,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Video,CampaignLaunch,Wednesday,13.3,0.1029,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Reel,Health,Sunday,13.3,0.0686,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Reel,CampaignLaunch,Thursday,13.3,0.0773,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Reel,Health,Sunday,13.3,0.1019,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Reel,CampaignLaunch,Wednesday,13.2,0.0599,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Photo,CampaignLaunch,Wednesday,13.2,0.0733,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Reel,Health,Sunday,13.2,0.0693,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Carousel,Health,Sunday,13.2,0.1023,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Video,CampaignLaunch,Wednesday,13.2,0.0702,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Reel,CampaignLaunch,Monday,13.2,0.1024,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Reel,CampaignLaunch,Friday,13.2,0.1032,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Reel,CampaignLaunch,Saturday,13.2,0.104,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Reintegration,Wednesday,13.2,0.0805,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Reel,CampaignLaunch,Sunday,13.1,0.0597,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Education,Monday,13.1,0.0776,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Education,Thursday,13.1,0.0763,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Education,Friday,13.1,0.0789,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Education,Saturday,13.1,0.0797,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,EventRecap,Thursday,13.1,0.0792,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Gratitude,Friday,13.1,0.0818,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Reel,CampaignLaunch,Wednesday,13.1,0.1032,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,EventRecap,Saturday,13.1,0.0826,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,EventRecap,Sunday,13.1,0.0818,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,EventRecap,Monday,13.1,0.0801,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Education,Sunday,13.1,0.0789,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,AwarenessRaising,Monday,13.1,0.0801,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Gratitude,Monday,13.1,0.0801,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Gratitude,Thursday,13.1,0.0792,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,EventRecap,Friday,13.1,0.0818,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,AwarenessRaising,Sunday,13.1,0.0818,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,AwarenessRaising,Saturday,13.1,0.0826,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Gratitude,Saturday,13.1,0.0826,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Photo,Health,Sunday,13.1,0.1048,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,AwarenessRaising,Friday,13.1,0.0818,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,AwarenessRaising,Thursday,13.1,0.0792,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Reel,CampaignLaunch,Tuesday,13.1,0.1022,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Gratitude,Sunday,13.1,0.0818,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Gratitude,Tuesday,13.0,0.0818,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,DonorImpact,Monday,13.0,0.0792,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Reel,CampaignLaunch,Monday,13.0,0.0684,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,SafehouseLife,Monday,13.0,0.0805,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,EventRecap,Tuesday,13.0,0.0818,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Photo,Health,Sunday,13.0,0.0721,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,AwarenessRaising,Tuesday,13.0,0.0818,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Carousel,Health,Sunday,13.0,0.0697,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Education,Tuesday,13.0,0.0789,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Reel,CampaignLaunch,Tuesday,12.9,0.0705,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,SafehouseLife,Tuesday,12.9,0.0823,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,SafehouseLife,Sunday,12.9,0.0823,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,SafehouseLife,Saturday,12.9,0.083,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Education,Monday,12.9,0.0776,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,AwarenessRaising,Monday,12.9,0.0801,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,SafehouseLife,Friday,12.9,0.0823,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Gratitude,Monday,12.9,0.0801,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Reel,CampaignLaunch,Wednesday,12.9,0.0705,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Carousel,CampaignLaunch,Wednesday,12.9,0.1036,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,EventRecap,Monday,12.9,0.0801,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Reintegration,Monday,12.9,0.0797,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,SafehouseLife,Thursday,12.9,0.0796,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,DonorImpact,Sunday,12.9,0.081,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,DonorImpact,Saturday,12.9,0.0818,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Reel,CampaignLaunch,Friday,12.9,0.0705,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,DonorImpact,Friday,12.9,0.081,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Reel,Health,Thursday,12.9,0.0552,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,SafehouseLife,Monday,12.9,0.0805,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Video,Health,Sunday,12.9,0.0786,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,DonorImpact,Thursday,12.9,0.0784,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,DonorImpact,Tuesday,12.9,0.081,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Reel,CampaignLaunch,Saturday,12.9,0.0713,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Gratitude,Tuesday,12.8,0.0819,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,SafehouseLife,Friday,12.8,0.0823,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,EventRecap,Sunday,12.8,0.0819,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,EventRecap,Saturday,12.8,0.0827,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,SafehouseLife,Saturday,12.8,0.0831,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Gratitude,Friday,12.8,0.0819,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Gratitude,Thursday,12.8,0.0793,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,EventRecap,Friday,12.8,0.0819,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Gratitude,Saturday,12.8,0.0827,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Gratitude,Sunday,12.8,0.0819,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,SafehouseLife,Sunday,12.8,0.0823,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,SafehouseLife,Tuesday,12.8,0.0823,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,SafehouseLife,Thursday,12.8,0.0797,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Photo,Health,Wednesday,12.8,0.0606,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,EventRecap,Thursday,12.8,0.0793,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Education,Friday,12.8,0.0789,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Reintegration,Thursday,12.8,0.0789,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,EventRecap,Tuesday,12.8,0.0819,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Video,Health,Wednesday,12.8,0.0575,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Carousel,CampaignLaunch,Wednesday,12.8,0.0709,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Education,Sunday,12.8,0.0789,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Education,Saturday,12.8,0.0797,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Education,Thursday,12.8,0.0763,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Reintegration,Saturday,12.8,0.0823,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Education,Tuesday,12.8,0.0789,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,AwarenessRaising,Sunday,12.8,0.0819,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,AwarenessRaising,Saturday,12.8,0.0827,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,AwarenessRaising,Friday,12.8,0.0819,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,AwarenessRaising,Thursday,12.8,0.0793,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,AwarenessRaising,Tuesday,12.8,0.0819,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Reintegration,Friday,12.8,0.0815,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Reintegration,Tuesday,12.8,0.0815,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Video,Reintegration,Sunday,12.8,0.0815,2026-04-09T19:37:24.051216+00:00
WhatsApp,FundraisingAppeal,Photo,CampaignLaunch,Thursday,12.8,0.0707,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Reel,CampaignLaunch,Wednesday,12.8,0.0801,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Video,CampaignLaunch,Monday,12.8,0.1034,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Video,CampaignLaunch,Tuesday,12.7,0.1028,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,DonorImpact,Friday,12.7,0.081,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,DonorImpact,Sunday,12.7,0.081,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Reel,Health,Sunday,12.7,0.078,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Reel,CampaignLaunch,Sunday,12.7,0.0799,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,DonorImpact,Thursday,12.7,0.0784,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Video,CampaignLaunch,Wednesday,12.7,0.0594,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,DonorImpact,Monday,12.7,0.0793,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Photo,CampaignLaunch,Wednesday,12.7,0.0625,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,DonorImpact,Saturday,12.7,0.0818,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Video,CampaignLaunch,Thursday,12.7,0.1011,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Video,CampaignLaunch,Friday,12.7,0.1037,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Video,CampaignLaunch,Saturday,12.7,0.1045,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Video,CampaignLaunch,Sunday,12.7,0.1037,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Reel,CampaignLaunch,Monday,12.7,0.0575,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Reel,Health,Sunday,12.7,0.0786,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Reel,CampaignLaunch,Saturday,12.6,0.0605,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,DonorImpact,Tuesday,12.6,0.081,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Reel,CampaignLaunch,Friday,12.6,0.0597,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Reel,CampaignLaunch,Tuesday,12.6,0.0597,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Reintegration,Thursday,12.6,0.0789,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Reintegration,Tuesday,12.6,0.0816,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Reintegration,Friday,12.6,0.0816,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Reintegration,Monday,12.6,0.0798,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Video,CampaignLaunch,Saturday,12.6,0.0719,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Video,CampaignLaunch,Thursday,12.6,0.1005,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Video,CampaignLaunch,Friday,12.6,0.0711,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Video,CampaignLaunch,Thursday,12.6,0.0685,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Video,CampaignLaunch,Monday,12.6,0.0693,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Reintegration,Sunday,12.6,0.0816,2026-04-09T19:37:24.051216+00:00
YouTube,ImpactStory,Reel,Reintegration,Saturday,12.6,0.0823,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Video,CampaignLaunch,Sunday,12.6,0.0711,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Reel,CampaignLaunch,Friday,12.5,0.1038,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Reel,CampaignLaunch,Monday,12.5,0.1035,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Reel,CampaignLaunch,Thursday,12.5,0.1012,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Reel,CampaignLaunch,Saturday,12.5,0.1046,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Reel,CampaignLaunch,Sunday,12.5,0.1038,2026-04-09T19:37:24.051216+00:00
Twitter,ImpactStory,Carousel,Health,Sunday,12.5,0.079,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Video,CampaignLaunch,Tuesday,12.5,0.0711,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Reel,Health,Wednesday,12.5,0.0578,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Reel,CampaignLaunch,Monday,12.4,0.0694,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Reel,SafehouseLife,Thursday,12.4,0.0991,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Reel,Health,Thursday,12.4,0.0987,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Video,CampaignLaunch,Thursday,12.4,0.0679,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Reel,Gratitude,Thursday,12.4,0.0987,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Reel,EventRecap,Thursday,12.4,0.0987,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Reel,Education,Thursday,12.4,0.0987,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Carousel,CampaignLaunch,Monday,12.4,0.1039,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Reel,AwarenessRaising,Thursday,12.4,0.0987,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Reel,CampaignLaunch,Wednesday,12.4,0.0597,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Photo,Health,Wednesday,12.4,0.1041,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Video,Health,Wednesday,12.4,0.101,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Video,Health,Sunday,12.4,0.0577,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Carousel,Health,Wednesday,12.4,0.0582,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Video,Health,Sunday,12.4,0.0701,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Reel,CampaignLaunch,Tuesday,12.4,0.1028,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Reel,Health,Wednesday,12.3,0.058,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Reel,DonorImpact,Thursday,12.3,0.0978,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Photo,CampaignLaunch,Monday,12.3,0.1063,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Carousel,CampaignLaunch,Wednesday,12.3,0.0601,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Reel,CampaignLaunch,Sunday,12.3,0.0712,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Reel,CampaignLaunch,Saturday,12.3,0.0719,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Reel,CampaignLaunch,Friday,12.3,0.0712,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Reel,CampaignLaunch,Thursday,12.3,0.0685,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Reel,CampaignLaunch,Tuesday,12.3,0.0712,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Carousel,CampaignLaunch,Tuesday,12.3,0.1033,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Photo,Health,Wednesday,12.3,0.0714,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Carousel,CampaignLaunch,Thursday,12.3,0.1016,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Carousel,CampaignLaunch,Friday,12.3,0.1042,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Carousel,CampaignLaunch,Saturday,12.3,0.105,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Carousel,CampaignLaunch,Sunday,12.3,0.1042,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Photo,CampaignLaunch,Thursday,12.2,0.1037,2026-04-09T19:37:24.051216+00:00
WhatsApp,FundraisingAppeal,Photo,CampaignLaunch,Wednesday,12.2,0.0738,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Reel,Reintegration,Thursday,12.2,0.0983,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Photo,CampaignLaunch,Sunday,12.2,0.1066,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Photo,CampaignLaunch,Saturday,12.2,0.1074,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Photo,CampaignLaunch,Friday,12.2,0.1066,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Carousel,CampaignLaunch,Friday,12.2,0.0716,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Photo,CampaignLaunch,Tuesday,12.2,0.1057,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Carousel,CampaignLaunch,Sunday,12.2,0.0716,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Photo,CampaignLaunch,Wednesday,12.2,0.0738,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Reel,CampaignLaunch,Friday,12.2,0.0799,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Reel,CampaignLaunch,Saturday,12.2,0.0807,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Reel,CampaignLaunch,Monday,12.2,0.0777,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Photo,CampaignLaunch,Thursday,12.2,0.1031,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Carousel,CampaignLaunch,Saturday,12.2,0.0724,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Photo,CampaignLaunch,Wednesday,12.2,0.1062,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Carousel,CampaignLaunch,Thursday,12.2,0.069,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Carousel,CampaignLaunch,Tuesday,12.2,0.0716,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Video,Health,Wednesday,12.2,0.0683,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Carousel,CampaignLaunch,Monday,12.2,0.0698,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Video,Health,Saturday,12.2,0.0592,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Video,Health,Friday,12.2,0.0584,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Video,Health,Thursday,12.2,0.0558,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Photo,CampaignLaunch,Monday,12.2,0.0735,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Carousel,CampaignLaunch,Thursday,12.2,0.101,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Video,CampaignLaunch,Friday,12.1,0.0603,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Video,CampaignLaunch,Thursday,12.1,0.0576,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Video,CampaignLaunch,Saturday,12.1,0.0611,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Video,CampaignLaunch,Sunday,12.1,0.0603,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Reel,SafehouseLife,Thursday,12.1,0.0665,2026-04-09T19:37:24.051216+00:00
TikTok,FundraisingAppeal,Video,CampaignLaunch,Thursday,12.1,0.057,2026-04-09T19:37:24.051216+00:00
Twitter,FundraisingAppeal,Reel,CampaignLaunch,Tuesday,12.1,0.0799,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Video,CampaignLaunch,Monday,12.1,0.0585,2026-04-09T19:37:24.051216+00:00
WhatsApp,FundraisingAppeal,Photo,CampaignLaunch,Sunday,12.1,0.0736,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Photo,CampaignLaunch,Sunday,12.1,0.074,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Video,Health,Tuesday,12.1,0.0584,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Photo,CampaignLaunch,Saturday,12.1,0.0748,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Photo,CampaignLaunch,Friday,12.1,0.074,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Photo,CampaignLaunch,Thursday,12.1,0.0711,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Photo,CampaignLaunch,Tuesday,12.1,0.074,2026-04-09T19:37:24.051216+00:00
Instagram,ImpactStory,Reel,Health,Wednesday,12.1,0.1013,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Video,Health,Monday,12.1,0.0566,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Video,CampaignLaunch,Wednesday,12.1,0.0707,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Reel,Health,Thursday,12.1,0.066,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Reel,Education,Thursday,12.1,0.0631,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Reel,AwarenessRaising,Thursday,12.1,0.066,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Reel,EventRecap,Thursday,12.1,0.066,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Reel,Gratitude,Thursday,12.1,0.066,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Video,CampaignLaunch,Wednesday,12.1,0.1026,2026-04-09T19:37:24.051216+00:00
Instagram,FundraisingAppeal,Video,CampaignLaunch,Sunday,12.0,0.1031,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Reel,DonorImpact,Thursday,12.0,0.0652,2026-04-09T19:37:24.051216+00:00
LinkedIn,FundraisingAppeal,Video,CampaignLaunch,Thursday,12.0,0.0688,2026-04-09T19:37:24.051216+00:00
LinkedIn,ImpactStory,Carousel,Health,Sunday,12.0,0.0706,2026-04-09T19:37:24.051216+00:00
Facebook,ImpactStory,Reel,Health,Wednesday,12.0,0.0686,2026-04-09T19:37:24.051216+00:00
Facebook,FundraisingAppeal,Carousel,CampaignLaunch,Thursday,12.0,0.0683,2026-04-09T19:37:24.051216+00:00
TikTok,ImpactStory,Video,CampaignLaunch,Tuesday,12.0,0.0603,2026-04-09T19:37:24.051216+00:00
